Atlantic Coast D-I College Women's Regionals,College - Women ,4,5,2024
Axton,VA,2024-05-04,2024-05-05
https://play.usaultimate.org/events/Atlantic-Coast-D-I-College-Womens-Regionals-2024/schedule/Women/CollegeWomen/
North Carolina,1
teamInfo,Pleiades,"Chapel Hill, North Carolina",http://www.uncpleiades.com,https://www.facebook.com/unc.pleiades/,https://twitter.com/UNC_Pleiades/
00,Abigail Stevens
00,Alex Hecht
00,Allison Reilly
00,Bella Russell
00,Caroline Spencer
00,Catherine Fradenburg
00,Dhara Buebel
00,Emily Przykucki
00,Emily Benson-Tyler
00,Erica Birdsong
00,Eugenia Chow
00,Isabel Myers-Miller
00,Jessica Wu
00,Kailyn Lowder
00,Kika Larrick
00,Kiryn Paine-Heise
00,Lisa Wei
00,Macy Hudson
00,Martha Plaehn
00,Megan Buchsbaum
00,Ria Mandal
00,Sarah Combs
00,Selena Kleber
00,Sonia Rao
00,Theresa Yu
06,Claudia Dare
11,Dawn Culton
25,Rachel Yao
b,r,e,a,k
James Madison,8
teamInfo,Bitchmonkeys,"Harrisonburg, Virginia",http://jmuwomensultimate.wordpress.com/,,https://twitter.com/Bitchmonkeys
00,Brynn Kellie Straley
00,Caitlyn Shumadine
00,Caroline Bloom-Heathcote
00,Elizabeth Pumphrey
00,Ella Bruinooge
00,Ella Grasmeder
00,Emily Ashcraft
00,Emma Sims
00,Hannah Gilden
00,Iliana Gardner
00,Isabel Kinney
00,Jeanelys  Dugrot
00,Jules Hoffman
00,Kaitlyn  Walton
00,Karime Juarez
00,Lauren DeLuca
00,Madison Hesson
00,meiling tharp
00,Mia Frowen
00,Nailah Nurse
00,Natalie Collins
00,Niamh Sherry
00,Nicole  Cespedes
00,Xanthe Bergel
00,Ziyan Rattelman
00,Zoe Carter
b,r,e,a,k
Maryland,12
teamInfo,Helpful Corn,"College Park, Maryland",https://sites.google.com/site/umdwomensultimate/,https://www.instagram.com/umdwultimate/,https://twitter.com/UMD_HelpfulCorn
coaches,Juliet Bishop,Daniel Hartsoe
00,Annika Kuchel
00,Charlotte Krisetya
00,Ella Kesler
00,Eva Shudt
00,Hannah Holloway
00,Isabella Wahl
00,Larissa Sakaria
00,Maddie Brennan
00,Sarah Joffrion
05,Alys Shah
10,Vanessa Fan
14,Zoe Barbour
17,Macy Donahoe
19,Whitney Orloff
22,Ellen Rauck
24,Jeanette Meek
26,Christina Lee
31,Sabine May
b,r,e,a,k
Johns Hopkins,13
teamInfo,Blue-Footed Boobies,"Baltimore, Maryland",,,
00,Jasmine Lafita
04,Sofia Floody
05,Armelle Varillas
06,Elayne Jia
07,Jody Liu
08,Grace Mazur
11,Marisa Thomas
14,Amanda Johnson
15,Sophia Burnett
17,Sadie Friesen
22,Julia Richardson
23,Maddie Wee
24,Emily Yue Liang
25,Michael Alderman
26,Sadie Waldron
27,Catherine Brown
28,Cameron Thiesing
29,Dahlia Krebs
84,Tram Nguyen
88,Fujia Zheng
93,Shiori Harima
b,r,e,a,k
South Carolina,2
teamInfo,Scorch Ultimate,"Columbia, South Carolina",https://www.instagram.com/scorchultimate/,https://www.facebook.com/scorchultimate/,https://twitter.com/ScorchUltimate
0,Carlynn Rychener
0,Corrie LaBelle
0,Daniela Martinez
0,Anna Bogdan
0,Elle Rose
0,Jaden Conner
0,Leah Vanags
0,Sarah Luna
0,Savanna Pierson
0,Taylor Norment
0,Tristin Ray
0,Virginia Arnold
0,Erin Kemp
4,Elizabeth Williams
9,Annie Maier
16,Emma Britt
24,Edy McGoldrick
25,Gabriella Cruz
26,Zora Bergey
48,Erin  McDonough
b,r,e,a,k
Virginia Tech,7
teamInfo,Burnettes,"Blacksburg, Virginia",https://vtburnettes.wordpress.com/,,https://twitter.com/vtburnettes
0,Abby Haycock
0,Aleksandra Lyubovskaya
0,Aliza Krasnopoler
0,Alva Gutierrez Abad
0,Anna Thomas
0,Anna Perkins
0,Brooke Dirom
0,Callie Wood
0,Cora Jones
0,Genevieve  Martinisko
0,Grace Wright
0,Grace Brotherson
0,Grace Frazee
0,Grace Hawkinson
0,Izolina Travers
0,Lauren Fuller
0,Lily Smeltzer
0,Melanie Hempel
0,Meredith DePuy
0,Rebecca Walyus
0,Riley Price
0,Sarah Cohoon
0,Tess Lunetta
26,Helen Burch
b,r,e,a,k
North Carolina State,11
teamInfo,Jaga Monsta,"Raleigh, North Carolina",,https://www.facebook.com/pages/J%C3%A4ga-NCSU-Womens-Ultimate/153552627991990,https://twitter.com/NCSUJagaMonsta
0,Liliana Gomez
00,Sarah Spall
00,Caitlin McDade
00,Emma Johnson
03,Rachel Leiner
04,Isabella Bevans
06,Bel Javorski
08,Emily Boldor
11,Darcy Boast
13,Mara Fischer
14,Ellen Yu
15,Elizabeth Sieburg
19,Christel Schober-Colburn
20,Noah Cole
24,Grace Xiang
63,Rithika Vatchavai
b,r,e,a,k
Liberty,14
teamInfo,Liberty Flames,"Lynchburg, Virginia",http://www.liberty.edu/campusrec/clubsports/index.cfm?PID=25959&TeamID=25,https://www.facebook.com/pages/Liberty-University-Womens-Ultimate/248293925227091/,
00,Alexa Tice
01,Reagan Webb
02,Morgan Allen
04,Ashley Brown
05,Abigail Lasko
06,AdaLynn Kendrick
10,Grace Wilson
11,Alana Hacker
13,Danielle Rodenwald
16,Alanysse Solomon
18,Taylor Zeigler
19,Maia  Dieken 
24,Madeline Smith
28,Treasure Millhouse
31,Lienna Crowder
33,Alaina Herzog
34,Victoria Clark
40,Ella Padgett
44,Alyssa Moyer
77,Madison Deramo
95,Marina Abila
b,r,e,a,k
American,3
teamInfo,Dirty Ladies,"Washington, District of Columbia",http://audirtyladies.weebly.com/,https://www.facebook.com/AUDirtyLadies,https://twitter.com/AUDirtyLadies
00,Abby Johnson
00,Allison Schnur
00,Casey Hiss
00,Christina  Piparo
00,Fiona Harris
00,Ilana Cooke
00,Mia McCarthy
00,Mone Kogure
00,Rachel Bartlett
00,Sarah Golder
00,Solomiya Plugator
05,Emily O'Brien
09,Eva Turner
13,Anna Huener
19,Mary Hermann
31,Lily Johnson
33,Katrina  Haws
35,Anna Gardner
53,Emma Harbourne
78,Clara Watson
b,r,e,a,k
Georgetown,6
teamInfo,Huckin' Foyas,"Washington, District of Columbia",,,https://twitter.com/huckinfoyas
coaches,Eliana Harnage,Jordan Tippitt
02,Hannah Laibinis
03,Maya Moffat
05,Erika Wisby
06,Tallulah Bowden
08,Meenakshi Alagusundaram
09,Maggie Fan
10,Lauren Loeffler
11,Juliette Warga
18,Jane Beeler
19,Kate Chesnutt
20,Bridget Wyman
21,eleanor heller
22,Madeline Metz
24,Anna Yuan
25,Anna Isselhardt
26,Elizabeth Lee
27,Mariska  Bogaard 
35,Sophie Westen
41,Isabelle Reilly
61,Sara  Kronenberg 
71,Ollie Shirley
80,Rachael Gross
b,r,e,a,k
Clemson,15
teamInfo,Tiger Lilies,"Clemson, South Carolina",,,
00,Abigail Barrett
00,Amanda Lam
00,Ashley Hildreth
00,Cassandra Connelly
00,Catalina Infante
00,Disney Medeiros
00,Eleanor Bolick
00,Eliza Haines
00,Elliot Wells
00,Isabella Solov
00,Jada Garrick
00,Jessie Inguagiato
00,Lucy Endean
00,Mia Kramer
00,Rachel Parrish
00,Ragan Broussard
00,Riana Patel
00,Sabrina Fernandez
00,Taylor Simoes
b,r,e,a,k
Appalachian State,10
teamInfo,Nonads,"Boone, North Carolina",,,
0,Anastasia Hammond
0,Audrey Sander
0,Dorothy  Halliday 
0,Josie Brand
0,Logan Rosborough
0,Morgan Viscuse
0,talia DeBenedette
3,Elise Knotts
3,Anna Mae Black
12,Deborah Nowak
14,Lillie O'Neill
17,Zoe DeBenedette
19,Ella Isaacson
22,Gracie Gardner
23,Frances Healy
32,Marianne Yingling
33,Qiuhu Louie
37,Mavis MacIver
72,Michelle Pisciotta
91,Charis Barry
98,Lillian Perkins
b,r,e,a,k
William & Mary,4
teamInfo,Cypress,"Williamsburg, Virginia",,,https://twitter.com/WMultimateW
00,Jasmine Taylor
00,Vivian Brown
02,Kelly Zoglin
03,Harper Wagner
05,Reese O'Brien
07,Catherine Grossman
08,Ryleigh  Tibbetts
09,Katherine O'Neill
10,Meredith Weiner
11,Coral Rankin
16,Sydney Clayton
18,Abby Minecci
21,Sarah O'Reilly
22,Sophie Workinger
27,Naomi Heilen
29,Haley Yingling
38,Kayla Schifferle
43,Abigail Freund
53,Kate Marston
67,Rachel McGraw
99,Stella Shan
b,r,e,a,k
Duke,9
teamInfo,Swerve,"Durham, North Carolina",https://sites.duke.edu/wultimate/,https://www.facebook.com/DukeSwerve/,https://twitter.com/dukeswerve
coaches,Alan Hoyle
00,Ashley Talwar
00,Carla Pollen
00,Ella Andonov
00,Hope Hanson
00,Janie Dubberke
00,Kaylee Matteis
00,Kendall Barton
00,Lindsey Hua
00,Maria Lissovolik
00,Olivia Fu
00,Piper Epstein
00,Rachel  Song
00,Rose Cassidy
00,Sydney Neal
00,TINA LI
00,Tylie Friedland
00,Veronika Kostina
00,Wanyu Zhang
00,Alice Haystead
00,Amy Huang
00,Angelina Huang
01,Anne Crowley
b,r,e,a,k
Virginia,5
teamInfo,Hydra,"Charlottesville, Virginia",https://sites.google.com/a/virginia.edu/womens-ultimate-frisbee-club-at-the-university-of-virginia/,https://www.facebook.com/HydraNFriends/,https://twitter.com/HydraNFriends
coaches,Emma Colavincenzo,Keila Strick
0,Ava Foulk
0,Aviva Kosto
0,Aydan Moskowitz
0,Breanna  Donahue
0,Bridget Williams
0,Carolina Otal
0,Dorian Gaines
0,Dorothy Beck
0,Elsa Norman
0,Emily Schroeder
0,Emma  Vorathiankul
0,Ivy Watson
0,Keisha Enriquez
0,Kelsey Bernal
0,Leila Troxell
0,Madeline Crowe
0,Megan Kennedy
0,Nora LeVasseur
0,Olivia Bearman
0,Rachel Lisner
0,Rebecca Bang
0,Rose Haron
0,Ryann Boudreau
0,Shea Ruzich
0,Sydney Rohrbach
8,Sydney Mannion
11,Paulina Pelaez
27,Irene Chen
b,r,e,a,k
Charleston,16
teamInfo,Charleston,"Charleston, South Carolina",,https://www.facebook.com/cofcwomensultimate/,
0,Lily Karabulut
00,Lindy Mayes
00,Maddux Runnels
00,Caroline Seymour
00,Caroline Capra
00,Caroline Crockett
00,Celia Donaldson
00,Chloe Dickson
00,Dylan Geddis
00,Elizabeth Engalichev
00,emma gentry
00,Emma Elia
00,Jamie Pettit
00,Jordyn Disney
00,Kate McInnis
00,Kristen Falk
00,Natalie Hodak
00,Zoe Barber
05,Catherine Willm
16,Lillian Rochlin
31,Marion Wood
43,Abigail Dawson
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
North Carolina,Maryland,15,4,"05/04/2024, 08:30",Pool A,Final
James Madison,Johns Hopkins,15,2,"05/04/2024, 08:30",Pool A,Final
North Carolina,Johns Hopkins,15,0,"05/04/2024, 12:30",Pool A,Final
James Madison,Maryland,12,10,"05/04/2024, 12:30",Pool A,Final
North Carolina,James Madison,15,1,"05/04/2024, 14:30",Pool A,Final
Maryland,Johns Hopkins,13,9,"05/04/2024, 14:30",Pool A,Final
pool,Pool B
South Carolina,North Carolina State,10,9,"05/04/2024, 10:30",Pool B,Final
Virginia Tech,Liberty,14,7,"05/04/2024, 10:30",Pool B,Final
South Carolina,Liberty,15,1,"05/04/2024, 12:30",Pool B,Final
Virginia Tech,North Carolina State,14,11,"05/04/2024, 12:30",Pool B,Final
South Carolina,Virginia Tech,15,1,"05/04/2024, 14:30",Pool B,Final
