Commonwealth Cup 2020 Weekend 2,College - Women ,22,2,2020
Axton,VA,2020-02-22,2020-02-23
https://play.usaultimate.org/events/Commonwealth-Cup-2020-Weekend-2/schedule/Women/CollegeWomen/
North Carolina,1
teamInfo,Pleiades,"Chapel Hill, North Carolina",http://pleiadesultimate.web.unc.edu/,https://www.facebook.com/unc.pleiades/,https://twitter.com/UNC_Pleiades/
coaches,Jessica Jones,Elisabeth Parker
02,Alexandra Evans
03,Emily Przykucki
04,Julia Zwierzynski
05,Emily Fallon
07,Caroline Spencer
08,Selena Kleber
09,Sydney Rehder
10,Olivia Monroe
11,Dawn Culton
12,Ella Juengst
13,Tyler Smith
14,Meg Van Horn
15,Florence Brooks
16,Sonia Rao
17,Alana Holder
20,Bridget Mizener
21,Theresa Yu
22,Anne Worth
34,Alexandra Barnett
35,Maggie Adams
38,Jessica Wu
80,Sofia Ramirez
86,Connie Cui
b,r,e,a,k
Northeastern,4
teamInfo,Valkyries A,"Boston, Massachusetts",http://www.ultimate.neu.edu/women/,,https://twitter.com/ValksUltimate
coaches,Jason Adams,Danny Clark
0,Ashley Wong
0,Briana Ross
0,Catherine Romanova
0,Jane Healy
0,Katherine Murray
5,Britney DeRoehn
9,Duschia Bodet
02,Brianna  Considine
03,Katharine Gilbert
07,Lamia Farah
11,Arielle Nelson
13,Ellen  Harsha 
17,Anna Cullen
19,Isabel Tripp
25,Sophie Shen
30,Nancy  Jin 
46,Sofia Horan
63,Lucy Jin
73,Clara Stewart
81,Jasmine Der
b,r,e,a,k
Northwestern,5
teamInfo,Claw,"Evanston, Illinois",http://nugungho.com,https://www.facebook.com/NUclaw,https://twitter.com/NUclaw_
coaches,Linh Hoang
0,Jessica Esteves
0,Kate  Feldstein
0,Kylie Chesner
0,Lauren McDonnell
0,Lindsey Steeg
0,Natalie Dodson
0,Rachel Anderson
0,Rey Tang
0,Cindy Mei
0,Grace Hauser
0,Isabelle Johnson
1,Sarah Johnson
3,Sara Gnolek
7,Sydney Stelzer
20,Corinne Burger
28,Talia Willmert
29,Jade Hostein
88,Catherine Chen
b,r,e,a,k
Pittsburgh,6
teamInfo,Danger,"Pittsburgh, Pennsylvania",https://danger-ultimate.wixsite.com/pittultimatew,https://www.facebook.com/groups/35601418785/,https://twitter.com/dangerultimate
coaches,Molly Moore,Lauren Boyle,Lauren Franke
0,Victoria Lee
6,Celeste Picone
9,Annelise Peters
02,Jessie Sun
03,Rita Flanagan
10,Helen Wu
12,Madison Pisone
13,Kendra Fang
15,Hope Matyas
16,Jessie Chan
17,Kimaya Hayes
21,Elizabeth Manturuk
22,Ariana Bhatia
23,Hannah Boyd
24,Morgan Johnson
27,Ashika Mani
29,Dhara Patel
37,Linn Bjanes
39,Daisy Mandl
