Smoky Mountain Invite 2020,College - Men ,7,3,2020
Knoxville,TN,2020-03-07,2020-03-08
https://play.usaultimate.org/events/Smoky-Mountain-Invite-2020/schedule/Men/CollegeMen/
North Carolina,1
teamInfo,Darkside,"Chapel Hill, North Carolina",http://www.uncdarkside.com/,https://www.facebook.com/UNCDarkside,https://twitter.com/UNC_Darkside
0,Thomas Harley
1,Jonathan Su
2,Liam Searles-Bohs
3,Seth Lee
4,Suraj Madiraju
5,Andrew Li
6,Jason Manning
7,Kevin Pignone
8,Walker Garrett
10,Ben Dameron
11,Luke Duan
12,Elijah Long
13,Jack McCleary
16,Anders Juengst
17,Wesley Britt
19,Ted Randby
20,Thomas Williams
22,Mukil Guruparan
25,Jayden Feagans
27,Christopher Humphrey
28,John Watters
42,Jeremy Vlacancich
50,Matthew McKnight
77,Daniel Zhu
80,John McDonnell
97,Kai Marcus
b,r,e,a,k
Minnesota,8
teamInfo,Grey Duck,"Minneapolis, Minnesota",http://mngreyduck.weebly.com/,https://www.facebook.com/MNGreyDuck,@1Duck1Love
coaches,James Nguyen,Anthony Poletto,Tristan Van De Moortele
0,Brandon Macho
0,Cash Barber
0,Dante Reminick
0,Erik Aadalen
0,George Muller
0,Joe Bosshardt
0,Joseph Pickens
0,Malakai Stern
0,Mats Hansen
0,Sam Jordan-Wood
0,Sebastian Brauer
0,Trevor Graham
0,Wystan Duhn
0,Noah Fogel
0,Oscar Leinbach
7,Cole Jurek
8,Reuben Gardos Reid
11,Ian Mccosky
12,A.J. Larson
13,Nicholas Hammer
14,Jackson Cade
15,Daniel Meiland
20,Matt Sweeney
25,Jonah Malenfant
88,Jonah Jossart
b,r,e,a,k
North Carolina-Wilmington,9
teamInfo,Seamen,"Wilmington, North Carolina",http://seamenultimate.com/,https://www.facebook.com/seamenultimate,https://twitter.com/seamenultimate
0,Alex Bleuzen
01,James Lockamy
02,Michael Richards
03,Colin White
04,Quinn Garner
05,Jacobb Murphy
06,Owen Maskelony
07,Zachary Clark
08,Jack Liebling
09,Gabe Thomas
10,Ryan Watson
11,Patrick Grossheim
12,Sean O'Kelley
13,Kevin Huerta
15,Jup Patel
17,Colby Francfort
21,Caleb Avery
22,Jalen  Goodwin 
24,Christopher Nelson
27,Dasan Bender
31,Cole Feltman
33,Jesse Thornton
48,Santiago Velosa
52,Connor Russell
55,Kameron Williamson
88,Lukas Becker
96,Ethan Ylizarde
b,r,e,a,k
Northeastern,16
teamInfo,Huskies,"Boston, Massachusetts",http://www.ultimate.neu.edu/men,https://www.facebook.com/NUMensUltimate,https://twitter.com/NUMensUltimate
0,Brendan King
0,Colton Sy
0,Ethan Pusch
0,Jeremy McDavid
0,John Vaughn
0,Jorden Van Emmerik
0,Sean Wallace
1,Zach Wolfe
1,Noah Kurland
2,Jacob Kaplan
6,Andrew Pollis
14,Ben Field
17,Peter Treyz
23,Thomas Griffin
27,Simon Carapella
