Lake Superior D-III Men's Conferences,College - Men ,28,3,2026
Charlotte,NC,2026-03-28,2026-03-29
https://play.usaultimate.org/events/Needle-in-a-Ho-Stack-2026/schedule/Men/CollegeMen/
Wisconsin-Eau Claire,1
teamInfo,,,,,
b,r,e,a,k
Michigan Tech,2
teamInfo,,,,,
b,r,e,a,k
Wisconsin-Platteville,3
teamInfo,,,,,
b,r,e,a,k
Wisconsin-Stevens Point,4
teamInfo,,,,,
b,r,e,a,k
Northern Michigan,5
teamInfo,,,,,
b,r,e,a,k
s,t,a,g,e,s
pools,Saturday Pool Play
pool,Pool A
Wisconsin-Stevens Point,Northern Michigan,13,11,"04/11/2026, 09:00",Pool A,Final
Michigan Tech,Wisconsin-Platteville,13,9,"04/11/2026, 09:00",Pool A,Final
Wisconsin-Eau Claire,Wisconsin-Platteville,13,4,"04/11/2026, 10:45",Pool A,Final
Michigan Tech,Wisconsin-Stevens Point,13,9,"04/11/2026, 10:45",Pool A,Final
Wisconsin-Eau Claire,Northern Michigan,13,5,"04/11/2026, 12:30",Pool A,Final
Wisconsin-Platteville,Wisconsin-Stevens Point,12,10,"04/11/2026, 12:30",Pool A,Final
Wisconsin-Eau Claire,Wisconsin-Stevens Point,13,1,"04/11/2026, 14:15",Pool A,Final
Michigan Tech,Northern Michigan,13,0,"04/11/2026, 14:15",Pool A,Final
Wisconsin-Eau Claire,Michigan Tech,13,8,"04/11/2026, 16:00",Pool A,Final
Wisconsin-Platteville,Northern Michigan,13,2,"04/11/2026, 16:00",Pool A,Final
b,r,e,a,k
brackets,Sunday Bracket Play
bracket,1st Place Bracket
Michigan Tech,Wisconsin-Platteville,0,0,"04/12/2026, 09:00",1st Place Semi,Scheduled
b,r,e,a,k
brackets,Sunday Bracket Play
bracket,3rd Place Bracket
Wisconsin-Stevens Point,Northern Michigan,0,0,"04/12/2026, 09:00",3rd Place Semi,Scheduled
b,r,e,a,k
