D3 Grand Prix 2026,College - Women ,7,3,2026
San Jose,CA,2026-03-07,2026-03-08
https://play.usaultimate.org/events/Silicon-Valley-Rally-2026/schedule/Men/CollegeMen/
British Columbia (B),4
teamInfo,,,,,
b,r,e,a,k
Oregon State,3
teamInfo,,,,,
b,r,e,a,k
Carleton College-Eclipse,5
teamInfo,,,,,
b,r,e,a,k
Whitman,2
teamInfo,,,,,
b,r,e,a,k
Lewis & Clark,1
teamInfo,,,,,
b,r,e,a,k
Colorado College,8
teamInfo,,,,,
b,r,e,a,k
Portland,6
teamInfo,,,,,
b,r,e,a,k
Puget Sound,7
teamInfo,,,,,
b,r,e,a,k
Seattle,9
teamInfo,,,,,
b,r,e,a,k
s,t,a,g,e,s
pools,Women's+ GD
pool,Pool A
Puget Sound,Colorado College,8,7,"03/07/2026, 00:00",Pool A,Final
Lewis & Clark,Whitman,7,9,"02/14/2026, 08:15",Pool A,Final
British Columbia (B),Puget Sound,13,5,"02/14/2026, 08:15",Pool A,Final
Carleton College-Eclipse,Portland,12,9,"02/14/2026, 08:15",Pool A,Final
Portland,Seattle,13,4,"02/14/2026, 10:00",Pool A,Final
Lewis & Clark,Colorado College,13,12,"02/14/2026, 10:00",Pool A,Final
Oregon State,British Columbia (B),10,11,"02/14/2026, 10:00",Pool A,Final
Lewis & Clark,Seattle,13,6,"02/14/2026, 11:45",Pool A,Final
Whitman,Puget Sound,13,9,"02/14/2026, 11:45",Pool A,Final
Oregon State,Carleton College-Eclipse,8,7,"02/14/2026, 11:45",Pool A,Final
British Columbia (B),Colorado College,10,9,"02/14/2026, 11:45",Pool A,Final
Carleton College-Eclipse,Puget Sound,13,4,"02/14/2026, 13:30",Pool A,Final
Whitman,Seattle,7,3,"02/14/2026, 13:30",Pool A,Final
Oregon State,Colorado College,11,6,"02/14/2026, 13:30",Pool A,Final
British Columbia (B),Portland,13,5,"02/14/2026, 14:00",Pool A,Final
Oregon State,Portland,13,12,"02/15/2026, 08:15",Pool A,Final
British Columbia (B),Carleton College-Eclipse,9,8,"02/15/2026, 08:15",Pool A,Final
Colorado College,Seattle,W,F,"02/15/2026, 08:15",Pool A,Final
Portland,Colorado College,9,13,"02/15/2026, 10:00",Pool A,Final
Lewis & Clark,Puget Sound,12,11,"02/15/2026, 10:00",Pool A,Final
Whitman,Carleton College-Eclipse,8,12,"02/15/2026, 10:00",Pool A,Final
Lewis & Clark,Carleton College-Eclipse,9,13,"02/15/2026, 11:45",Pool A,Final
Whitman,Oregon State,5,13,"02/15/2026, 11:45",Pool A,Final
British Columbia (B),Seattle,W,F,"02/15/2026, 11:45",Pool A,Final
Whitman,Colorado College,10,8,"02/15/2026, 13:30",Pool A,Final
Lewis & Clark,Oregon State,5,13,"02/15/2026, 13:30",Pool A,Final
Portland,Puget Sound,13,9,"02/15/2026, 13:30",Pool A,Final
Puget Sound,Seattle,W,F,"02/15/2026, 13:30",Pool A,Final
b,r,e,a,k
