2022 Nor Cal Mixed Sectional Championship,Club - Mixed ,10,9,2022
Rio Linda,CA,2022-09-10,2022-09-11
https://play.usaultimate.org/events/2022-Nor-Cal-Mixed-Sectional-Championship/schedule/Mixed/Club-Mixed
Polar Bears,1
teamInfo,,"San Francisco Bay Area, California",http://www.pbrawr.com,https://www.facebook.com/pbrawr/,https://twitter.com/pbrawr
coaches,Daniel Naruo
02,Molly Munson
03,Amanda Meroux
04,Gabriel Edwards
05,Aaron Shi
06,Qingyun Lu
07,Charles Cao
11,Carolyn Drewry
12,Ziyue Chen
13,Robert Yeagle
16,Vincenzo Vitiello
17,Margot Stert
18,Nicholas Alexander
22,Andrew Ouyang
24,Krista Takayama
25,Jonah Malenfant
32,Margo Donahue
33,Anna MacNaughton
35,Piers MacNaughton
36,Sara Nolan
40,Mac Taylor
51,Jesse Song
52,Samantha Applegate
72,Devin Drewry
90,Saul Wildavsky
97,Ryan Hoffman
99,Alexander Pan
b,r,e,a,k
Cutthroat,8
teamInfo,,"Reno, Nevada",,,https://twitter.com/cutthroatulti
 ,Pete Marshall
 ,R. Miguel Gonzales
0,Rodney Wolfgang
0,Ryan Schoenfeld
0,Sage Kruleski
0,Sofia Lombardo
0,Spencer Lee
0,Thomas Fiock
0,Aislinn Behan
0,Arianna Munro
0,Brent Moore
0,Daniel Wang
0,Daniel Ortiz
0,Devin Mitchell
0,Eric  Nielsen
0,Evan Kerr
0,Kyle Glanzmann
0,Mary Clingerman
0,Monica Davis
0,Jackie Welsch
0,Natalie Harmor
21,Kathleen Mills
27,Morgan Greenwood
44,Giovanni Danforth
b,r,e,a,k
American Barbecue,9
teamInfo,,"San Francisco, California",www.abbq.org,www.facebook.com/ABBQfamily/,@ABBQfamily
00,Abigail Lew
00,Alex Pien
00,Anna Fisher Lopez
00,Chenxi Sun
00,Christian Cortes
00,Elise Bruguera
00,Elliot Goodrich
00,Esther Filipek
00,Gabriel Miranda
00,Isabel Clayter
00,Jacob Greenberg
00,Jacqueline Martinez
00,Jason Seidler
00,Julia Dunn
00,Karen Reyes
00,Liam Kreiss
00,Max Vandervelden
00,Molica Anderson
00,Montana Roberts
00,Nicholas Weiss
00,Noel Arsenault
00,Samuel Sohn
00,Shane Earley
00,Sophie Lu
00,Sydney Horanic
00,Xinzhi Zou
b,r,e,a,k
Moonlight Ultimate,16
teamInfo,,"San Jose, California",https://discord.com/invite/8swKNEGjpt,https://www.facebook.com/MoonlightUltimate,
 ,Adam Chin
 ,Cindy Solomon
 ,Daniel Keating
 ,Kaizad Taraporevala
0,Carlton Downey
0,Rui Yang
0,Sicong Li
10,Carl Rodriguez
11,Austin F Cary
13,Amber Huang
15,Grace Meltesen-Lee
19,Edward Cao
20,Casey Darmawan
22,Henry Kou
28,Matthew Walter
30,Desiree Minkler
36,Jiaming Cui
38,Ryan Kwan
43,Chen Chen
51,Jamie Kalb
69,Katy Yuan
73,Matthew Luu
81,Amanda Stasiewicz
84,Andrew Chen
88,Darren Yin
89,SAMSON BAILEY
b,r,e,a,k
Mischief,2
teamInfo,,"San Francisco Bay Area, California",,https://www.facebook.com/MischiefUltimate/,https://twitter.com/mischief_nation
coaches,Andrew Berry
 ,Jaclyn Wataoka
 ,James Carr-Pries
 ,Andrea Brown
 ,Christopher Lung
 ,McKinley McQuaide
 ,Mitchell Sayasene
 ,Munis Thahir
 ,Pin-Wen Wang
 ,Robin Anthony-Petersen
 ,Samantha Loop
0,Vicki Chen
0,Vivian Chu
0,Robin Meyers
0,Patricia Anderson
0,Cory Fauver
0,Emilia (Mia) Bladin
0,Beth Daviess
0,Brett Petersen
0,Jeffrey He
0,Jordan Jeffery
0,Julia Mankoff
0,Keenan Laurence
0,Kyle Johnson
0,Lily Steponaitis
0,Matthew Crawford
0,Max de Visser
b,r,e,a,k
Sacramento Tower Ultimate,7
teamInfo,,"Sacramento, California",,,https://twitter.com/towerulti
00,Connor Levesque
